id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
3841,Bán xe Air Blade 2010 màu đỏ,10.000.000 đ,9.85 tr,11.56 tr,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","Bán xe AB năm 2010, tình trạng hoạt động tốt, máy êm. Xe BSTP,chính chủ bán, bao công chứng sang tên ngay.",Honda,Air Blade,2011,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123742549.htm
3842,cần bán excel II đời 2008 zin nguyên,5.800.000 đ,3.37 tr,3.96 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Xe máy móc zin êm ru
Máy 150cc bao mạnh
giấy tờ đầy đủ",SYM,Dòng khác,2008,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123741755.htm
3843,"xe chạy bt, bán do sẽ về nước call: ***",4.500.000 đ,4.6 tr,5.4 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","Ai muốn thì gọi em nha: Sđt: ***
Đc: 160/63 A-B Phan Huy Ích",Yamaha,Nouvo,2020,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123735347.htm
3844,Wave đi làm,2.750.000 đ,3.78 tr,4.44 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","Nhà có dư chiếc xe đi cày bao năm
Thương vì nó bền không hư vặt.máy móc im ru
Xe đi làm cũng đã cũ bên đừng yêu cầu ngoại hình
Biển số TP. Giấy tờ đầy đủ. Viết giấy tay bao tranh chấp. 
Giảm nhẹ tiền xăng cho anh em cần xe đi làm kiếm cơm. 
Cảm ơn chợ tốt đã duyệt tin",Hãng khác,Dòng khác,2008,10000,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123731380.htm
3845,Dọn kho,3.900.000 đ,6.44 tr,7.56 tr,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Hét đam mê bán lại cho các bác về đi giá sinh viên. Xe 50 kg cần bằng,Daelim,Cub,2020,20000,Đã sử dụng,Xe số,Dưới 50 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123728664.htm
3846,Bán wave thái 110ME full option,46.800.000 đ,22.73 tr,26.69 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Wave thái 110 ME bst64 9 chủ ( bao kí ) 
Em dọn full option real 
-Trợ lực ohlins real 
- Phuộc ohlins real
- MSD real 
- Excel rim căm nova vỏ dunlopT900 
— Cục máy nhẹ như xe điện 
— Bxc funeo 125 
Dọn từ trong cái sườn đi ra 
Giá chỉ 4X.xxxx bằng con wave alpha lên thôi nha ae . Xem xe sài gòn",Honda,Wave,1999,20000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123723578.htm
3847,"Xe Airblade đời 2011, biển số TP",7.500.000 đ,9.06 tr,10.64 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Chào anh chị em.

Mình mới đổi xe nên muốn bán lại xe Airblade đời 2011, đăng ký năm 2012, xe chính chủ, biển số TP.
Xe màu đỏ-đen và ngoại hình cũ theo thời gian.

Mình để lại 7,5tr, có fix nhẹ cho anh chị em có thiện chí ạ.
Giao dịch tại nhà ở Phường 17, Gò Vấp (Hỗ trợ công chứng sang tên ạ)

Cảm ơn anh chị em quan tâm.

Cảm ơn Chợ tốt đăng tin!",Honda,Air Blade,2012,125000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123715595.htm
3848,BÁN VARIO 125 2019 BST CHÍNH CHỦ,28.000.000 đ,30.2 tr,35.45 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","Bán vario 125 2019 biển số tỉnh
Bán giao cccd 
Xe zin máy êm
Xe keo nguyên con
Có fixx",Honda,Vario,2019,32500,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123714160.htm
3849,xe Sh350 full đồ chơi chính chủ,180.000.000 đ,74.3 tr,87.23 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Xin phép Admin..xe để lâu quá không chạy nay đem ra rửa rồi quyết định gã em nó luôn kaka
Sh350 đời 2022 odo 7xxx km
Full đồ chơi..Tiền đồ không gần 200tr rồi nghen
Đồ zin còn đủ hết..nội công nồi pô gió nhẹ nhàng
Biển số mình định danh giữ lại..xe chính chủ rút hồ sơ sang tên 1 nốt nhạc nhen !!
Anh em ai kết thì ib giá vùng kín cho mình nha !!
Thanks anh em !!",Honda,SH,2022,7500,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123403881.htm
3850,Ex đời 2011 côn tay biển số bến tre,11.500.000 đ,15.94 tr,18.72 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Xe êm ,vỏ liền lạc . nhà dư không dùng tới cần bán . mua bán tại nhà btc",Yamaha,Exciter,2011,99999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123588865.htm
3851,Ex 2014 xuống áo ex nhỏ,16.500.000 đ,13.61 tr,15.98 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Xe như ảnh không chính chủ bao hợp lệ bao tranh chấp (trước mình mua ở cửa hàng còn giấy mua bán cửa hàng ) 
Máy móc êm nhẹ 
Full ốc Salaya sáng đẹp,gác chân malay,cổ pô Titan 
Niền solute vỏ tubeless 
Heo đĩa kiểng như ảnh 
Xinhan Zhipat , cùm tăng domino,....
Xe dọn hơn 12tr tiền nào của đó nha anh em
Máy móc êm ấm",Yamaha,Exciter,2014,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123337440.htm
3852,Đi nước ngoài cần thanh lý xe mới mua ít sử dụng,25.000.000 đ,17.23 tr,20.23 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Mua 2022, đi đc 2 tháng thì ko dùng nữa, nổ máy mỗi tuần cho đến nay
Màu đỏ đô như hình, ít đi nên còn mới tinh
KHOÁ SMARTKEY
Xe tại phường 14, quận Gò Vấp",Yamaha,Janus,2022,2000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123701285.htm
3853,Cần bán xe novo 3 đang chạy tốt,2.300.000 đ,3.15 tr,3.69 tr,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Dư ra novo 3 đang xử dụng bt bao chạy 70 km ko hú hí Xe chạy ít hao xăng 35 lm/1 l Cavert cầm tay bao tranh chấp Ai mua lh Cám ơn chợ tốt đã đăng tin,Yamaha,Nouvo,2008,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123697610.htm
3854,Thanh lý xe k dùng đến,9.000.000 đ,,,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe máy như hình 50cc xe ít đi đang mới leng keng luôn đầy đủ các chức năng , sang tên ,bs tphcm ,ai cần lh e ạ",Bazan,Dòng khác,2022,20000,Đã sử dụng,Xe số,Dưới 50 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123695689.htm
3855,Dream màu nho,3.500.000 đ,3.92 tr,4.6 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",Nhà du dùng cần bán chiếc xe như hình chỉ việc do xăng chạy thoi,Hãng khác,Dòng khác,2006,600000,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123693694.htm
3856,Cần bán xe liberty như hình,3.000.000 đ,9.81 tr,11.51 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Bán xe lên đời 
Liberty như hình xe chạy bình thường điện đèn kèn đề đầy đủ mua về chỉ đổ xăng mà chạy thôi .GTDD BSTP có fix ae thiện chí 
Xe đi làm đi chơi ok hết nha",Piaggio,Liberty,2015,60000,Đã sử dụng,Tay ga,100 - 175 cc,Đức,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123688923.htm
3857,Cần bán xe Vespa,45.000.000 đ,45.34 tr,53.22 tr,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe Vespa nữ chạy 
Sản xuất năm 2022",Piaggio,Vespa,2022,20489,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123688693.htm
3858,Vario 125i 63zz full BRT,32.000.000 đ,30.2 tr,35.45 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Cục máy 63zz full BRT
Mâm 8 cây AT
Ổ khoá smart key SH
Tình trạng xe còn mới 
Máy móc vặn bao tê 
Giá 32tr còn thương lượng",Honda,Vario,2019,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123681183.htm
3859,Bán nhanh kiếm tiền ăn,4.500.000 đ,3.83 tr,4.5 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Bán nhanh . Xe ngon . Êm ái có phun xăng điện tử fi,SYM,Joyride,2010,99999,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123679652.htm
3860,"Bán xe Wave, biển số HCM",9.500.000 đ,6.99 tr,8.21 tr,"Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","Xe nữ đi cẩn thận, biển số HCM. Xem hình ảnh thực tế như hình chụp hoặc tại nhà",Honda,Wave,2012,200000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123677636.htm
3861,Xe Airblade chính chủ nhà dư bán cho ai cần,21.000.000 đ,21.96 tr,25.78 tr,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","Xe bản số tp,đi 13 vạn,chìa khóa martkey.mình là chính chủ xe.nay không dùng nên bán lại.
Mình bán cho ai cần xe ra công chứng mua bán liền,không bán cho ai mà muốn công chứng ủy quyền.nên ae cò láy đừng gọi mình mất công.xe ở gò vấp.xe chưa bung gì hết,chỉ vệ sinh thay nồi định kỳ.
Tầm 15h đến 17h mình đi đón con nên ko nghe đt đc.giờ khác thì gọi đc.",Honda,Air Blade,2018,130000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123673920.htm
3862,Cần bán vespa sprint abs iget 2019 màu cam mới 98%,51.000.000 đ,44.41 tr,52.14 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Vespa sprint abs iget 2019 màu cam
Đẹp long lanh 
Chất xe đẹp miễn bàn 
Bstp chính chủ
Còn đủ sổ sách 
2 gương 2 chìa lốp còn cả đôi",Piaggio,Sprint,2019,6500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123670943.htm
3863,Cần bán xe biển số thành phố,4.000.000 đ,3.4 tr,3.99 tr,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh","Xe còn nguyên bản chưa sửa chữa máy , đèn còi đề đầy đủ bao tranh chấp giấy tờ đầy đủ",SYM,Attila,2011,500000,Đã sử dụng,Tay ga,50 - 100 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123669560.htm
3864,Cần bán xe vespa,62.000.000 đ,45.34 tr,53.22 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","🛵 : --- Vespa Sprint 125cc 2022 Hồng pastel---
𝙊𝙙𝙤 : 27.000km
𝘽𝙞𝙚̂̉𝙣 𝙎𝙤̂́ : 593.21

• Dàn ngoài đẹp , áo len keng , trầy nhẹ,
• Máy móc nguyên zin , chưa đụng chạm , máy móc êm 
• Ốc tán đẹp , xe hoàn hảo miễn bàn",Piaggio,Vespa,2022,27000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123669521.htm
3865,Cần Bán Xe Nhà MSX 125,28.000.000 đ,16.72 tr,19.63 tr,"Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","Xe nhà dư không chạy nên bán, hình hài xe còn rất tốt.",Honda,MSX 125,2017,26000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123667889.htm
3866,Cần bán xe GSX 150R xe nhập Indo xe người dùng,24.500.000 đ,20.82 tr,24.43 tr,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe GSX 150R xe nhập Indo xe người dùng
Xe nhập Indo thì chất khỏi bàn. Máy êm, bốc, không lỗi vặt từ trước đến giờ, không hãm vòng tua.
Xe máy zin mua về đổ xăng là chạy
Ai cần liên hệ mình, xe chính chủ uỷ quyền sang tên trên toàn quốc. Xe biển 47.
Bớt lộc cho anh em nhanh gọn
Đt: ***",Suzuki,GSX,2017,26402,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123234443.htm
3867,Bán xe best cũ gtdd,2.000.000 đ,3.68 tr,4.32 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",Bán xe cũ. Đổ xăng chay bình thường. Giấy tờ đầy đủ,Hãng khác,Dòng khác,2010,30000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123660063.htm
3868,Janus 2017 bản smartkey limited BSTP chính chủ,19.500.000 đ,,,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","Xe Janus 2017
Ngoại hình: xe có dán Ppf nên sẽ hạn chế dc vết xước hoặc có thì cũng nhẹ.
Xe nữ dùng bảo dưỡng thường xuyên. Thay nhớt định kì.
Xe biển số SG chính chủ.
Xem xe ở Phan Huy Ích, Gò Vấp.
Giá 19tr5. Có thương lượng",Yamaha,Janus,2017,67000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123655037.htm
3869,"Xe SH 150i vn 2020, thắng ABS, màu sơn trắng",78.000.000 đ,66.3 tr,77.83 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","XE tốt,xe cao vợ đi bất tiện,không còn nhu cầu bán đổi xe ( Chính Chủ)
chưa bao giờ tung đụng,ít đi và thường xuyên bảo dưỡng cho xe
Khu vực gò vấp, k tiếp mô giới cò lòng vòng
quan tâm cứ đến nhà xem xe, thử test thoải mái",Honda,SH,2020,36000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123652440.htm
3870,xe máy giá rẻ,10.500.000 đ,9.51 tr,11.16 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe số honda blade, do mẹ mình lớn tuổi nên mình muốn đổi xe điện cho mẹ chạy , xe máy mẹ mình chỉ chạy đi chợ chứ ko chạy đi đâu xa hết, đặc biệt xe chạy cực kỳ ko hao xăng,",Honda,Blade,2017,54697,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123651051.htm
3871,Bán xe SH 350i mới đi 3000km,125.000.000 đ,74.21 tr,87.11 tr,"Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","Xe SH 350i máy thái
Xe nữ đi, mới đi 3000km
Xe đẹp ko trầy xước
Xem xe tại Gò Vấp
Giá 125tr ( bớt lộc)",Honda,SH,2023,3000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123646095.htm
3872,Jupiter 2010 máy zin đầu nồi chưa rớt,6.500.000 đ,6.23 tr,7.31 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán jupiter gavitar 2010 gtdd,biển 37, giao cavet, máy zin đầu nồi chưa rớt , máy im như xe điện full chức năng, tiết kiệm xăng cho ae mua về cày bừa, chạy xe công nghệ , xem xe ở gò vấp chỉ bớt lộc cho người mua thiện chí nhanh lẹ",Yamaha,Jupiter,2010,6868,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123645618.htm
3873,Xe Ex 135 xuống full 2010,16.500.000 đ,14.53 tr,17.05 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Ex 135 xuống full 2010 ( giấy tờ k9c, có cccd chủ)
Máy móc zin chưa rớt đầu bao êm bao test
Có vô 1 số đồ nhẹ
 + Chóa, nhan zhipat
 + Hậu appi
Xe còn đầy đủ chức năng mua về đổ xăng là chạy
Mua bán tại nhà, có thợ bảo hành máy vài tuần",Yamaha,Exciter,2013,100000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123644561.htm
3874,Cần bán xipo 120 ngoại hình đẹp giá cả ib,25.000.000 đ,202.63 tr,237.87 tr,"Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","mua bán giấy tờ tay không sang tên đổi biển, xe máy móc nguyên zin, mua bán ở sài gòn. xe chạy ít",Suzuki,Sport / Xipo,2021,9832,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123616067.htm
3875,Sirius Nhập Thái BSTP,7.200.000 đ,6.13 tr,7.2 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","- Cần bán Sirius Nhật (dkld 2008) máy thái sk sm trùng nhau (đời này máy siêu trâu bò, sinh ra để đi cày).
- BSTP ko chính chủ, chủ Q12 lớn tuổi kí khó, bs 54K-1539
- Máy khô ráo nguyên bản chưa rớt chẻ hay làm gì
- Đề nhạy, 1 phát là lên, garanty ổn định, đầu lòng ko kêu, ko xì nhớt nhao ko xì khói gì hết

Xe mình đang sử dụng hàng ngày, bán bao tranh chấp ae yên tâm về chạy đi cày, ko bao h nằm đường, nhớt mới thay. 
Giá có bớt xăng xe cf, xem xe gò vấp",Yamaha,Sirius,2008,70000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123640871.htm
3876,atilla fi phun xăng,4.500.000 đ,4.1 tr,4.81 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",xe phun xăng điện tử mua về là chạy không tốn tiền sửa ...xe phun xăng điện tử nên tiết kiệm xăng . hình sao xe vậy nhé đi chợ hay đi làm đều dc nhé ....thanks.,SYM,Elizabeth,2011,500000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123635584.htm
3877,Thanh lý Sirius 110cc nhà chạy,7.500.000 đ,6.13 tr,7.2 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Thanh lý xe Sirius 110cc
- Tình Trạng: còn hoạt động tốt, Xe Zin
- Giấy tờ đầy đủ
- Giảm giá cho bạn nào qua lấy trực tiếp",Yamaha,Sirius,2008,15000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123627371.htm
3878,Bán xe Mio ultimo,6.800.000 đ,4.64 tr,5.44 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Cầm đồ thanh lý: 
Mio ultimo 2008
Xe còn đẹp zin , dàn áo cứng cáp, máy êm 
Đèn đề đầy đủ 
Mua bán tại cửa hàng , giao cà vẹt , viết giấy bao tranh chấp toàn quốc 
Vui lòng gọi trực tiếp (không nhận tn)
Cảm ơn chợ tốt đã đăng tin",Yamaha,Mio,2008,60,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123484352.htm
3879,Bán xe click,8.000.000 đ,7.33 tr,8.6 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Xe vẫn chạy tốt, chưa bổ máy, chạy êm, các lĩnh kiện còn đầy đủ,hai chìa khóa",Honda,Click,2007,82888,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123622699.htm
3880,Lên đời bán xe cưng,25.500.000 đ,24.1 tr,28.29 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Xe đang chạy bình thường, đã được độ một số đồ chơi, chính chủ đầy đủ giấy tờ, sinh viên mua giảm 500k",Honda,Air Blade,2019,45000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123622210.htm
3881,"honda winner X xe zin máy zin 2021 , êm ru",17.000.000 đ,17.63 tr,20.69 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","E mới đổi qua AB nên dư chiếc xe honda wwinner X như hình đời 2021
Xe mua ra chưa từng vào cửa ahdng sử chữa gì lun
Máy zin êm ru chạy khoẻ , máy mạnh . 
Chức năng theo xe đầy đủ . 
Dàn áo liền lạc , có bể ít bên phải , mới té xe mấy bữa trước chán qua đổi qua tay ga đi
Bán rẻ cho ae về dọn cho đẹp lại
Về máy móc e bảo dưỡng tốt , ámy zin êm k cần phải làm gì
Xe Winner 2021 trước e mua lại cầm đồ nên k chính chủ nha bs 81 gia lai quê em , có cà vẹt gốc , bao thợ check thoải mái , giaáy tờ hợp lệ , mua bán tại nhà",Honda,Winner X,2021,45,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123591314.htm
3882,bán Piaggio liberty sport,8.500.000 đ,9.81 tr,11.51 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",Bán Piaggio liberty sport đầu dù .xe máy zin chạy nhẹ.giấy tờ đầy đủ bao tranh chấp .có cccn chủ xe.ai có nhu cầu mua alo mình,Piaggio,Liberty,2015,12345,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123617674.htm
