id,title,description,Dòng xe,description_cleaned,title_cleaned,content
3573,Click Thái 125i đỏ chính chủ-smartkey chính chủ SG,"- Đã thay 2 vỏ michelin trước sau.
- Xe chính chủ, cần là sang tên nhanh gọn.
- Xe còn đủ 2 kính chiếu hậu zin theo xe.
- Xe chạy bình thường, thay nhớt thường xuyên.
- Mua về đổ xăng là chạy.
- Xe đã được lên đèn trắng, smartkey, làm nồi chống rung ga đầu, đã rớt đầu.
- Có nhu cầu liên hệ số điện thoại để được giải đáp.
- XEM XE TẠI NHÀ.",Click,thay vỏ michelin chủ sang_tên gọn kính chiếu hậu zin chạy bình_thường thay nhớt thường_xuyên mua đổ xăng chạy lên_đèn trắng smartkey nồi chống rung ga đầu rớt đầu nhu_cầu liên_hệ_số điện_thoại giải_đáp,click thái 125i đỏ chủ smartkey chủ,thay vỏ michelin chủ sang_tên gọn kính chiếu hậu zin chạy bình_thường thay nhớt thường_xuyên mua đổ xăng chạy lên_đèn trắng smartkey nồi chống rung ga đầu rớt đầu nhu_cầu liên_hệ_số điện_thoại giải_đáp click thái 125i đỏ chủ smartkey chủ
3574,Vario 2023 abs Còn Chiếc Cuối Cùng Giảm Mạnh,"Loại xe: vario 160 ABS( ae trả trước 60% giá trị xe lấy xe về chạy)
- Date : 2023
- Màu sắc : Xanh Candy ( cv Xám Xi Măng)
- Odo : 10k
- Bs : # 86b8 73693
 - Cam kết Máy móc nguyên zin bao chưa đụng chạm bất cứ thứ gì .
- Bảo hành máy móc 6th, điện lửa sạc 3th , bình acquy 2th . 
- Hỗ trợ sang tên rút hồ sơ nếu quý khách có yêu cầu .
- Hỗ trợ trả góp trực tiếp cửa hàng hoặc qua Ngân Hàng
- Giá mình bán :39.000.000( nhận giao lưu xe khác )
- Địa chỉ: 45A2 Nguyễn Thượng Hiền , P5 , Quận Bình Thạnh .
- Hỗ trợ vận chuyển cho ae các tỉnh .
Liên Hệ: *** Xem xe
Ae gọi e trước khi qua để e ở tiệm đón ae",Vario,vario 160 abs anh_em 60 chạy date 2023 màu_sắc xanh candy cv xám xi_măng odo 10k bs 86b8 73693 cam_kết máy_móc nguyên zin bao đụng_chạm bảo_hành máy_móc 6th điện lửa sạc 3th bình acquy 2th sang_tên rút hồ_sơ quý_khách trả_góp cửa_hàng ngân_hàng giá 39.000.000 giao_lưu địa_chỉ 45a2 nguyễn thượng_hiền p5 bình_thạnh vận_chuyển anh_em tỉnh liên_hệ anh_em tiệm đón anh_em,vario 2023 abs,vario 160 abs anh_em 60 chạy date 2023 màu_sắc xanh candy cv xám xi_măng odo 10k bs 86b8 73693 cam_kết máy_móc nguyên zin bao đụng_chạm bảo_hành máy_móc 6th điện lửa sạc 3th bình acquy 2th sang_tên rút hồ_sơ quý_khách trả_góp cửa_hàng ngân_hàng giá 39.000.000 giao_lưu địa_chỉ 45a2 nguyễn thượng_hiền p5 bình_thạnh vận_chuyển anh_em tỉnh liên_hệ anh_em tiệm đón anh_em vario 2023 abs
3575,Click zin bstp ngay chủ,"Bán click ít sử dụng còn rất mới, tất cả nguyên zin, máy zin êm ít hao xăng, dàn áo mới bốc keo đẹp.phụ kiện đủ theo xe các chức năng hoạt động tốt bstp bao công chứng.ace có nhu cầu sử dụng liên hệ.",Click,click nguyên zin máy zin êm hao xăng dàn áo bốc keo đẹp phụ_kiện chức_năng hoạt_động tốt bstp bao công_chứng anh_chị_em nhu_cầu liên_hệ,click zin bstp chủ,click nguyên zin máy zin êm hao xăng dàn áo bốc keo đẹp phụ_kiện chức_năng hoạt_động tốt bstp bao công_chứng anh_chị_em nhu_cầu liên_hệ click zin bstp chủ
3576,xe wave,"Xe chạy êm. 
Đèn, điện, còi, đề đầy đủ
Anh em có thiện chí bớt it cafe",Wave,chạy êm đèn điện còi đề đầy_đủ anh_em thiện_chí bớt it cafe,wave,chạy êm đèn điện còi đề đầy_đủ anh_em thiện_chí bớt it cafe wave
3577,Cần bán xe 9 chủ biển số tphcm,"Bán xe 9 chủ biển số tphcm , xe nguyên zin chưa sữa chữa thay nhớt định kỳ thường xuyên máy chạy bao êm, giá này không bớt nữa, mấy a/c kỳ kèo đừng gọi tránh làm mất tg, cảm ơn ạ",Air Blade,chủ biển thành_phố hồ chí minh nguyên zin sữa chữa thay nhớt định_kỳ thường_xuyên máy chạy bao êm giá không bớt mấy kỳ kèo đừng tg,chủ biển thành_phố hồ chí minh,chủ biển thành_phố hồ chí minh nguyên zin sữa chữa thay nhớt định_kỳ thường_xuyên máy chạy bao êm giá không bớt mấy kỳ kèo đừng tg chủ biển thành_phố hồ chí minh
3578,Xe 50cc úp máy 110cc,Giấy tờ đầy đủ khu vực xem xe quận Bình thạnh TP hồ chí minh khu du lịch Bình Quới,Sirius,giấy_tờ đầy_đủ bình thạnh tp hồ chí minh khu du_lịch bình quới,50cc úp máy 110cc,giấy_tờ đầy_đủ bình thạnh tp hồ chí minh khu du_lịch bình quới 50cc úp máy 110cc
3579,spacy nhà sử dụng,M cần bán 1 spacy như hình. Xe chính chủ bs tphcm. Xe đi từ đó tới giờ. Máy móc nghiêm chỉnh dàn chân cứng cắp dàn mủ dàn keo ko bễ pass . Đề là nổ nhẹ nhag. Ae thiện chí qua xem xe sẽ fix ạ. Công chưng 1 nốt nhạc,Spacy,spacy hình chủ bs thành_phố hồ chí minh đi máy_móc nghiêm_chỉnh dàn chân cứng cắp dàn mủ dàn keo không bễ pass đề nổ nhẹ nhag anh_em thiện_chí fix công chưng nốt_nhạc,spacy,spacy hình chủ bs thành_phố hồ chí minh đi máy_móc nghiêm_chỉnh dàn chân cứng cắp dàn mủ dàn keo không bễ pass đề nổ nhẹ nhag anh_em thiện_chí fix công chưng nốt_nhạc spacy
3580,Bán xe Lead biển số sài gòn chính chủ,"Xe chính chủ
Màu đen
Năm đăng ký 2015
Biển thành phố",Lead,chủ màu đen đăng_ký 2015 biển thành_phố,lead biển chủ,chủ màu đen đăng_ký 2015 biển thành_phố lead biển chủ
3581,em chuyên mua xe tay ga hư và hỏng kg nổ cũng mua,Em chuyên mua xe tay ga kg nổ kg giấy biển số liên tỉnh kg quan trọng em mua hết các bác có xe kg đi đến hoặc xe để lâu cứ alo cho em. em đến tận nhà mua bán đoàng hoàng.ẽm xin chân thành cảm ơn các bác đã để ý tới em,Dòng khác,chuyên mua ga không nổ không giấy biển liên tỉnh không mua không đi alo tận mua_bán đoàng hoàng ẽm chân_thành để_ý,chuyên mua ga hư hỏng không nổ mua,chuyên mua ga không nổ không giấy biển liên tỉnh không mua không đi alo tận mua_bán đoàng hoàng ẽm chân_thành để_ý chuyên mua ga hư hỏng không nổ mua
3582,Bán xe ab 2012,Dư dùng cần bán con xe. Ab 110 đầu bò. Xe một chủ mua mới tới giờ. Đồ theo xe liền lạc máy êm ru.ngay chủ ký mua bán hay ủy quyền đều được. Máy zin nguyên bản. Bán tại nhà bao test các kiểu. Sinh viên học sinh đi học là đúng bài.,Air Blade,dư ab 110 đầu_bò chủ mua đồ liền lạc máy êm_ru chủ ký mua_bán ủy quyền máy zin nguyên_bản bao test kiểu sinh_viên học_sinh đi học,ab 2012,dư ab 110 đầu_bò chủ mua đồ liền lạc máy êm_ru chủ ký mua_bán ủy quyền máy zin nguyên_bản bao test kiểu sinh_viên học_sinh đi học ab 2012
3583,Bán xe Charly Detech,"Xe Chaly Detech ,xe mới đẹp
Xe nữ đi nên giữ kĩ
Xe chính chủ và giấy tờ đầy đủ 
Anh chị mua về cho con em đi học hoặc dạo phố thì ib em ạ.",Dòng khác,chaly detech đẹp nữ đi kĩ chủ giấy_tờ đầy_đủ anh_chị mua con_em đi học dạo phố inbox,charly detech,chaly detech đẹp nữ đi kĩ chủ giấy_tờ đầy_đủ anh_chị mua con_em đi học dạo phố inbox charly detech
3584,honda winner V1 ĐK 2018 - ký uỷ quyền,"Xe odo thấp . Còn leng keng
Dàn ngoài cứng cáp , dàn chân cứng cáp sạch sẽ 
Xe đang đi pxl không hao xăng . Thường xuyên thay nhớt định kì 
Anh em thiện chí bớt chút xăng cộ cà phê 
Xe ở Gò Vấp",Winner,odo leng_keng dàn cứng_cáp dàn chân cứng_cáp sạch_sẽ đi pxl không hao xăng thường_xuyên thay nhớt định_kì anh_em thiện_chí bớt chút xăng cộ cà_phê gò_vấp,honda winner v1 đk 2018 ký uỷ_quyền,odo leng_keng dàn cứng_cáp dàn chân cứng_cáp sạch_sẽ đi pxl không hao xăng thường_xuyên thay nhớt định_kì anh_em thiện_chí bớt chút xăng cộ cà_phê gò_vấp honda winner v1 đk 2018 ký uỷ_quyền
3585,SH ý 150i cuối 2010 biển đẹp 9 chủ,"Cần bán xe SH ý nhập khẩu nguyên chiếc SM 104, đăng ký cuối năm 2010 xe máy móc bao zin 100%.

- Biển số cặp dễ thương :50N2 - 33776 biển số này ngày trước em mua nhé ACE, xe đẹp biển số đẹp.
- Xe mới đi 13.000km, dàn ốc còn bảy màu xe đẹp long lanh,
- Xe chính chủ em đứng tên công chứng ngay trong cho người mua.
- Xe rất đẹp ACE mua về chỉ việc đổ xăng đi không phải làm gì nữa.
- Mua bán tại nhà em ở Quận Gò Vấp

* Phụ tùng theo xe:
- Kính chắn gió zin theo xe, 02 chìa khóa, 02 vỏ Dunlop của Italy còn gai gió theo xe. 
Cám ơn anh chị em đã xem tin ./.",SH,sh nhập_khẩu nguyên sm 104 đăng_ký 2010 xe_máy_móc bao zin 100 biển cặp dễ_thương 50n2 33776 biển mua anh_chị_em đẹp biển đẹp đi 13.000 km dàn ốc bảy màu đẹp long_lanh chủ đứng_tên công_chứng mua đẹp anh_chị_em mua đổ xăng đi không mua_bán gò_vấp phụ_tùng kính chắn gió zin 02 chìa_khóa 02 vỏ dunlop italy gai gió cám_ơn anh_chị_em,sh 150i 2010 biển đẹp chủ,sh nhập_khẩu nguyên sm 104 đăng_ký 2010 xe_máy_móc bao zin 100 biển cặp dễ_thương 50n2 33776 biển mua anh_chị_em đẹp biển đẹp đi 13.000 km dàn ốc bảy màu đẹp long_lanh chủ đứng_tên công_chứng mua đẹp anh_chị_em mua đổ xăng đi không mua_bán gò_vấp phụ_tùng kính chắn gió zin 02 chìa_khóa 02 vỏ dunlop italy gai gió cám_ơn anh_chị_em sh 150i 2010 biển đẹp chủ
3586,Honda lead 110 đời cao,"mình cần bán xe như hình máy móc êm ái đới cuối của lead 110 gạt chống tắt máy
Giấy tờ có cavet ghi giấy mua bán bct
Ai có như cầu alo hoặc nt cũng được",Lead,hình máy_móc êm_ái đới lead 110 gạt chống tắt_máy giấy_tờ cavet ghi giấy mua_bán bct cầu alo nt,honda lead 110 đời,hình máy_móc êm_ái đới lead 110 gạt chống tắt_máy giấy_tờ cavet ghi giấy mua_bán bct cầu alo nt honda lead 110 đời
3587,xe nouvo 6,"Bán xe nouvo 6 như hình, xe còn nguyên hiện trạng, xe nhà chỉ một đời chủ, chính chủ, làm giấy buôn bán trong ngày, xe chỉ chạy trong thành phố. Xe phun xăng điện tử ít hao xăng.Ai cần liên hệ . Xem xe gò vấp",Nouvo,nouvo hình nguyên hiện_trạng đời chủ chủ giấy buôn_bán chạy thành_phố phun xăng điện_tử hao xăng liên_hệ gò_vấp,nouvo,nouvo hình nguyên hiện_trạng đời chủ chủ giấy buôn_bán chạy thành_phố phun xăng điện_tử hao xăng liên_hệ gò_vấp nouvo
3588,Sh350 muốn giao lưu đổi bù trừ CB650R,"Em có biển đấu giá 50 AB 001.01 ( + 15tr) giúp e nhen
Chưa tai nạn
Nguyên zin
Dán decal 2tr8 tại decal xe gò vấp
Có mạch tăng sáng ( bác sĩ đèn )
Phuộc ohlins 243 mới mua hơn tháng còn bh + hpa 
( + 17tr )",SH,biển đấu_giá 50 ab 001.01 15tr giúp nhen tai_nạn nguyên_zin dán decal 2tr8 decal gò_vấp mạch bác_sĩ đèn phuộc ohlins 243 mua hpa 17tr,sh350 giao_lưu đổi bù_trừ cb650r,biển đấu_giá 50 ab 001.01 15tr giúp nhen tai_nạn nguyên_zin dán decal 2tr8 decal gò_vấp mạch bác_sĩ đèn phuộc ohlins 243 mua hpa 17tr sh350 giao_lưu đổi bù_trừ cb650r
3589,Bán xe Fortun 125 Cc.,"Nhu cầu đổi xe khác nên cần bán xe Fortun 125 Cc đăng ký 2012, Biển 29 Hà Nội. Xe chạy êm, máy khỏe. Chạy đường dài tốt.
Sang nhượng hợp đồng + Đăng ký xe, bao tranh chấp.
Giá: 18,6tr.
Anh em có nhu cầu liên hệ: ***.",Dòng khác,nhu_cầu đổi fortun 125 cc đăng_ký 2012 biển 29 hà_nội chạy êm máy_khỏe chạy đường tốt sang_nhượng hợp_đồng đăng_ký bao tranh_chấp giá 18 tr anh_em nhu_cầu liên_hệ,fortun 125 cc,nhu_cầu đổi fortun 125 cc đăng_ký 2012 biển 29 hà_nội chạy êm máy_khỏe chạy đường tốt sang_nhượng hợp_đồng đăng_ký bao tranh_chấp giá 18 tr anh_em nhu_cầu liên_hệ fortun 125 cc
3590,SH Siêu Phong Thuỷ (BSTP - 8686) Phát Lộc Phát Lộc,"Bã xã muốn đổi xe nên sang tay Honda SH150 Fi Nhập Ý 2006 up zin 2012 full new, đồng hồ Mickey, smart key, mâm đĩa, phuộc lốc zin nguyên con 2012 bê qua (100%)

BSTP VIP 51V3 - 8686 (phát lộc)

Máy móc Ý khỏi bàn thêm nhé anh em, êm ái nhẹ nhàng, nhích là bay 

Fix cho anh em nhanh lẹ, ít nói… Uỷ quyền 20 năm, mình đang uỷ quyền 1, ký giấy 30 giây 

Cám ơn ae ghé ngang",SH,bã xã đổi honda sh150 fi nhập 2006 up zin 2012 full new đồng_hồ mickey smart key mâm đĩa phuộc lốc zin nguyên 2012 bê 100 bstp vip 51v3 8686 phát lộc máy_móc bàn anh_em êm_ái nhẹ_nhàng nhích bay fix anh_em lẹ uỷ_quyền 20 uỷ_quyền ký giấy 30 giây cám_ơn anh_em ghé ngang,sh siêu phong_thuỷ bstp 8686 phát lộc phát_lộc,bã xã đổi honda sh150 fi nhập 2006 up zin 2012 full new đồng_hồ mickey smart key mâm đĩa phuộc lốc zin nguyên 2012 bê 100 bstp vip 51v3 8686 phát lộc máy_móc bàn anh_em êm_ái nhẹ_nhàng nhích bay fix anh_em lẹ uỷ_quyền 20 uỷ_quyền ký giấy 30 giây cám_ơn anh_em ghé ngang sh siêu phong_thuỷ bstp 8686 phát lộc phát_lộc
3591,bán xe NVX 155c Khóa ga phanh ABS đăng ký 2017,Mình cần bán xe NVX 155c năm đăng ký 2017 khóa ga phanh đĩa trước ABS còn nguyên zin hết chưa sửa chữa gì cả biển số cà mau không chính chủ bao tranh chấp trọn đời ai cần mua thì xin liên hệ với mình,Nvx,nvx 155c đăng_ký 2017 khóa ga phanh đĩa abs nguyên zin sửa_chữa biển cà_mau không chủ bao tranh_chấp trọn đời mua liên_hệ,nvx 155c khóa ga phanh abs đăng_ký 2017,nvx 155c đăng_ký 2017 khóa ga phanh đĩa abs nguyên zin sửa_chữa biển cà_mau không chủ bao tranh_chấp trọn đời mua liên_hệ nvx 155c khóa ga phanh abs đăng_ký 2017
3592,Triumph Bonneville T100 2020,"T100 2020
Odo hơn 15k km
Bảo vệ két nước
Bảo vệ gầm
Bảo vệ lốc máy
Chống đổ phuộc trước
Chống đổ sườn
Tay dắt T120
Cặp lốp Pirelli MT60RS mới thay chạy được 1000km (lốp zin còn)",Triumph Bonneville T100,t100 2020 odo 15k km bảo_vệ két bảo_vệ gầm bảo_vệ lốc máy chống đổ phuộc chống đổ sườn dắt t120 cặp lốp pirelli mt60rs thay chạy 1000km lốp zin,triumph bonneville t100 2020,t100 2020 odo 15k km bảo_vệ két bảo_vệ gầm bảo_vệ lốc máy chống đổ phuộc chống đổ sườn dắt t120 cặp lốp pirelli mt60rs thay chạy 1000km lốp zin triumph bonneville t100 2020
3593,Bán xe Honda SS50 đời 72 trùm mền cực hiếm,"Sắp xuất cảnh đành chia tay em Honda SS50 đời 72 hàng sưu tầm sơn zin cực hiếm.Xe ông già trùm mền, phụ tùng zin 90%, đẹp cũ kỹ theo năm tháng. Cục máy zin nguyên thủy, đầu 3 lá, nòng nhôm zin, 5 số êm ái... Xe đẹp hoàn hảo, BSTP, giấy tờ chính chủ, công chứng ngay khi giao dịch. Ưu tiên bán cho người hiểu biết về dòng xe này. Thanks 👍",67,xuất_cảnh đành chia_tay honda ss50 đời 72 hàng sưu_tầm sơn zin cực hiếm ông_già trùm mền phụ_tùng zin 90 đẹp cũ_kỹ cục máy zin nguyên thủy đầu lá nòng nhôm zin êm_ái ... đẹp hoàn_hảo bstp giấy_tờ chủ công_chứng giao_dịch ưu_tiên hiểu_biết dòng thanks thích,honda ss50 đời 72 trùm mền cực hiếm,xuất_cảnh đành chia_tay honda ss50 đời 72 hàng sưu_tầm sơn zin cực hiếm ông_già trùm mền phụ_tùng zin 90 đẹp cũ_kỹ cục máy zin nguyên thủy đầu lá nòng nhôm zin êm_ái ... đẹp hoàn_hảo bstp giấy_tờ chủ công_chứng giao_dịch ưu_tiên hiểu_biết dòng thanks thích honda ss50 đời 72 trùm mền cực hiếm
3594,"Honda Lead 110, đăng ký 2013, màu đỏ, chạy tốt","- Xe giấy tờ pháp lý đầy đủ
- Nữ sử dụng
- Bảo dưỡng thường xuyên
- Xem xe tại Gò Vấp, TP.HCM
- Bán nhanh đổi xe điện nên cần ra đi giá hợp lý",Lead,giấy_tờ pháp_lý đầy_đủ nữ bảo_dưỡng thường_xuyên gò vấp tp hcm đổi điện đi giá hợp_lý,honda lead 110 đăng_ký 2013 màu đỏ chạy tốt,giấy_tờ pháp_lý đầy_đủ nữ bảo_dưỡng thường_xuyên gò vấp tp hcm đổi điện đi giá hợp_lý honda lead 110 đăng_ký 2013 màu đỏ chạy tốt
3595,Cafe racer 125cc,"Daelim vc 125cc đã up cafe racer , máy zin êm , ổn định , mọi chức năng hoạt động đầy đủ. Hỗ trợ cho ae new bike trải nghiệm dòng xe này. Liên hệ xem xe trực tiếp có ưu đãi tốt. Giấy tờ đầy đủ, cavet zin theo xe. Bstp.",VS125,daelim vợ_chồng 125cc up cafe racer máy zin êm ổn_định chức_năng hoạt_động đầy_đủ anh_em new bike trải nghiệm dòng liên_hệ ưu_đãi tốt giấy_tờ đầy_đủ cavet zin bstp,cafe racer 125cc,daelim vợ_chồng 125cc up cafe racer máy zin êm ổn_định chức_năng hoạt_động đầy_đủ anh_em new bike trải nghiệm dòng liên_hệ ưu_đãi tốt giấy_tờ đầy_đủ cavet zin bstp cafe racer 125cc
3596,bán xe nữ đi chính chủ,"Xe nữ đi chính chủ, trùm mền ít khi sử dụng",SH Mode,nữ đi chủ trùm mền,nữ đi chủ,nữ đi chủ trùm mền nữ đi chủ
3597,Sh 350i máy thái đăng ký lần đầu 2024 mua mới,"Đã trải nghiệm đủ e bán xe chính chủ. Tay em bấm số đầu tiên 2024

350 máy thái date 2022 đầu số 601 chót. Nhưng bấm biển lần đầu 1/2024 lận. Là xe e ms đi 1 năm hơn tí. 

Xe e đi miêu tả kĩ như sau
✅ chưa một lần đâm đụng té ngã hay thậm chí là đổ xe
✅ cốt bánh trc chưa mở. Gai còn khá dày. Lốp sau mới thay pireli 1tr8
✅ cứ 2k500 cây thay nhớt máy 1 lần. Hai lần nhớt máy là 1 lần lọc gió + nhớt lap
✅ nồi đã canh chỉnh đi nhẹ nhàng êm ái nhất. Ga đầu êm ru
✅ sau khi đổi niềng sau new từ honda đã vào cục canh inox hết hẳn tình trạng cọt kẹt bệnh chung
✅ nước mát đã thay new liqui. Vệ sinh két nước. Lọc gió cứ dơ là thay mới
✅ xe dán keo từ lúc chưa bấm biển số

Xin anh em cho cái giá hợp lí để e gả e nó ạ
Zalo ***. Xe hiện đang ở sgon gò vấp",SH,trải nghiệm chủ bấm 2024 350 máy thái date 2022 đầu 601 chót bấm biển đầu 2024 lận đi tí đi miêu_tả kĩ đâm đụng té ngã đổ cốt bánh gai dày lốp thay pireli 1tr8 2k500 thay nhớt máy hai nhớt máy lọc gió nhớt lap nồi canh chỉnh đi nhẹ_nhàng êm_ái ga đầu êm_ru đổi niềng new honda cục canh inox hẳn cọt_kẹt bệnh mát thay new liqui vệ_sinh két lọc gió dơ thay dán keo bấm biển_số anh_em giá hợp_lí gả zalo hiện sgon gò_vấp,sh 350i máy thái đăng_ký đầu 2024 mua,trải nghiệm chủ bấm 2024 350 máy thái date 2022 đầu 601 chót bấm biển đầu 2024 lận đi tí đi miêu_tả kĩ đâm đụng té ngã đổ cốt bánh gai dày lốp thay pireli 1tr8 2k500 thay nhớt máy hai nhớt máy lọc gió nhớt lap nồi canh chỉnh đi nhẹ_nhàng êm_ái ga đầu êm_ru đổi niềng new honda cục canh inox hẳn cọt_kẹt bệnh mát thay new liqui vệ_sinh két lọc gió dơ thay dán keo bấm biển_số anh_em giá hợp_lí gả zalo hiện sgon gò_vấp sh 350i máy thái đăng_ký đầu 2024 mua
